OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species,LancangBesar,Pari,Tidung,KarangBeras,Pramuka,Kotok,Sepa,Total
ASV20057,Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,uncultured cyanobacterium,uncultured cyanobacterium,uncultured cyanobacterium,1,5,10,0,0,0,11,27
ASV20591,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,2,0,3,0,5,17,27
ASV20756,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,0,0,0,0,4,1,22,27
ASV20844,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium,0,0,0,3,1,4,19,27
ASV21427,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,15,7,0,5,27
ASV21810,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,Unavailable,Unavailable,0,6,0,3,17,0,1,27
ASV21845,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,Unavailable,Unavailable,0,20,0,7,0,0,0,27
ASV22834,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,uncultured gamma proteobacterium,0,0,27,0,0,0,0,27
ASV23122,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,Unavailable,11,0,6,0,0,10,0,27
ASV23340,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),Unavailable,Unavailable,Unavailable,0,8,0,0,18,1,0,27
ASV23850,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured hydrocarbon seep bacterium BPC110,0,0,0,0,11,0,16,27
ASV23967,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,0,0,27,27
ASV24209,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,27,0,0,0,0,0,27
ASV24235,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured Chloroflexus sp.,uncultured Chloroflexus sp.,uncultured Chloroflexus sp.,0,0,0,0,0,0,27,27
ASV24389,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,0,2,8,0,17,0,0,27
ASV26659,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,18,0,0,0,9,27
ASV27012,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,Unavailable,0,0,17,3,3,0,4,27
ASV27053,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,7,0,4,9,7,27
ASV27094,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,6,0,0,0,0,21,27
ASV22,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,uncultured Desulfovibrionales bacterium,uncultured Desulfovibrionales bacterium,uncultured Desulfovibrionales bacterium,0,0,10,7,9,0,0,26
ASV212,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured,benzene mineralizing consortium clone SB-29,0,0,7,6,4,1,8,26
ASV215,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unavailable,0,0,5,0,0,10,11,26
ASV366,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,1,8,3,2,3,3,6,26
ASV1031,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium,0,1,14,8,3,0,0,26
ASV1287,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula,uncultured Verrucomicrobiae bacterium,7,1,16,0,2,0,0,26
ASV1953,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,uncultured bacterium,0,0,0,1,4,0,21,26
ASV2203,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Unavailable,5,17,3,1,0,0,0,26
ASV2294,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,uncultured,uncultured bacterium,0,15,0,0,0,11,0,26
ASV2300,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,Unavailable,Unavailable,Unavailable,3,2,4,2,1,14,0,26
ASV3587,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,Unavailable,Unavailable,Unavailable,0,0,0,0,0,1,25,26
ASV3615,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Unavailable,Unavailable,0,0,26,0,0,0,0,26
ASV3733,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,0,16,0,0,0,3,7,26
ASV4348,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Unavailable,Unavailable,0,4,2,0,0,0,20,26
ASV4838,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,Unavailable,0,2,0,0,13,2,9,26
ASV4840,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Unavailable,Unavailable,14,0,2,8,0,2,0,26
ASV4906,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Maricaulis,Unavailable,2,0,0,0,2,22,0,26
ASV4950,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,C1-B045,Unavailable,0,0,4,7,0,0,15,26
ASV5008,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,0,12,3,3,0,5,3,26
ASV5116,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,uncultured Puniceicoccaceae bacterium,0,0,5,1,0,0,20,26
ASV5211,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured bacterium,7,2,2,3,5,3,4,26
ASV5270,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Unavailable,5,0,4,12,0,5,0,26
ASV5273,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera,Unavailable,0,0,21,0,5,0,0,26
ASV5294,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Unavailable,Unavailable,0,7,0,0,0,0,19,26
ASV5321,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,Unavailable,Unavailable,Unavailable,0,3,3,0,10,0,10,26
ASV5570,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,Unavailable,0,0,0,0,0,26,0,26
ASV5593,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,uncultured,uncultured planctomycete,4,0,3,12,0,1,6,26
ASV5690,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,0,0,0,0,0,7,19,26
ASV5936,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,12,7,0,0,4,3,26
ASV5971,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,14,1,11,26
ASV5992,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,26,0,0,0,26
ASV6361,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unavailable,0,0,13,2,0,11,0,26
ASV6437,Bacteria,Planctomycetes,Pla3 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,3,3,0,3,11,6,26
ASV6514,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Unavailable,0,6,6,5,0,5,4,26
ASV6931,Bacteria,Planctomycetes,OM190,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,2,1,9,0,1,5,8,26
ASV6971,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,uncultured bacterium,0,0,0,0,26,0,0,26
ASV7210,Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,uncultured gamma proteobacterium,uncultured gamma proteobacterium,uncultured gamma proteobacterium,0,0,0,1,25,0,0,26
ASV7758,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,9,8,2,1,0,6,26
ASV8379,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,uncultured planctomycete,0,10,2,5,0,2,7,26
ASV9120,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium,0,0,10,3,0,13,0,26
ASV9217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured organism,0,0,0,3,1,20,2,26
ASV9313,Bacteria,Planctomycetes,Pla4 lineage,Unavailable,Unavailable,Unavailable,Unavailable,0,7,4,2,0,9,4,26
ASV9317,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Unavailable,Unavailable,0,0,0,0,0,0,26,26
ASV9476,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,uncultured,uncultured bacterium,0,0,0,15,11,0,0,26
ASV9585,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,0,6,0,12,8,0,26
ASV9680,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,5,19,0,0,0,2,26
ASV9731,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured bacterium,0,3,0,2,14,1,6,26
ASV10475,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unavailable,Unavailable,4,3,12,0,4,3,0,26
ASV10716,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Flexithrix,uncultured Flammeovirgaceae bacterium,0,0,0,25,0,0,1,26
ASV11152,Bacteria,Omnitrophicaeota,Omnitrophia,uncultured Omnitrophica bacterium,uncultured Omnitrophica bacterium,uncultured Omnitrophica bacterium,uncultured Omnitrophica bacterium,0,0,1,6,5,10,4,26
ASV11724,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter,uncultured bacterium,0,0,4,3,5,0,14,26
ASV12096,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured bacterium,uncultured bacterium,0,0,13,0,5,4,4,26
ASV12210,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,uncultured,uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,0,0,20,0,0,6,0,26
ASV12216,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,1,0,7,1,3,14,26
ASV12321,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured bacterium,uncultured bacterium,0,0,0,0,5,0,21,26
ASV12809,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,uncultured bacterium,uncultured bacterium,0,3,7,0,3,13,0,26
ASV13162,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,uncultured bacterium,0,6,4,0,11,4,1,26
ASV13375,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Unavailable,Unavailable,0,0,7,3,0,6,10,26
ASV14584,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,1,0,0,0,0,25,26
ASV15330,Bacteria,Planctomycetes,Pla3 lineage,Unavailable,Unavailable,Unavailable,Unavailable,0,0,22,0,0,2,2,26
ASV15954,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas,Ferrimonas sediminum,0,11,10,1,1,0,3,26
ASV15986,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium,0,0,0,5,9,0,12,26
ASV16742,Bacteria,Latescibacteria,uncultured organism,uncultured organism,uncultured organism,uncultured organism,uncultured organism,0,6,16,2,0,1,1,26
ASV16858,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,26,0,0,0,0,26
ASV17138,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,uncultured bacterium,uncultured bacterium,0,5,8,0,9,0,4,26
ASV17190,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unavailable,Unavailable,0,2,0,0,21,0,3,26
ASV17606,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured marine bacterium,uncultured marine bacterium,0,3,0,5,13,5,0,26
ASV17697,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,uncultured delta proteobacterium,0,0,2,5,10,0,9,26
ASV18130,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,Unavailable,Unavailable,0,0,4,3,4,15,0,26
ASV18274,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,25,0,0,0,0,1,0,26
ASV18357,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Arctic95B-14,Unavailable,Unavailable,0,0,1,3,3,19,0,26
ASV19153,Bacteria,Proteobacteria,Deltaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,13,7,4,0,0,2,26
ASV20213,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Unavailable,Unavailable,0,0,0,0,11,0,15,26
ASV21377,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured SAR202 cluster bacterium,uncultured SAR202 cluster bacterium,uncultured SAR202 cluster bacterium,0,0,6,4,3,7,6,26
ASV21520,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,17,1,8,0,0,26
ASV22328,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,uncultured,uncultured organism,0,0,6,0,0,0,20,26
ASV22569,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unavailable,Unavailable,17,0,0,9,0,0,0,26
ASV22659,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,3,0,7,11,1,4,0,26
ASV24019,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,2,0,0,24,0,0,26
ASV24427,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Unavailable,Unavailable,0,0,9,17,0,0,0,26
ASV395,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Tistlia,Unavailable,0,0,6,0,0,16,3,25
ASV613,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured bacterium,uncultured bacterium,uncultured bacterium,2,5,3,5,5,0,5,25
ASV680,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,EC94,uncultured bacterium,uncultured bacterium,0,3,5,17,0,0,0,25
ASV768,Bacteria,Gemmatimonadetes,PAUC43f marine benthic group,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,10,4,3,8,0,0,25
ASV1129,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,uncultured bacterium,0,0,7,4,4,10,0,25
ASV1173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,Unavailable,0,0,3,20,0,2,0,25
ASV1204,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,uncultured bacterium,0,0,20,1,4,0,0,25
ASV1667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,Unavailable,Unavailable,Unavailable,0,2,6,0,1,0,16,25
ASV1853,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,10,9,3,1,2,25
ASV1977,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,uncultured bacterium,0,1,6,1,12,0,5,25
ASV2045,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium,0,9,8,2,0,6,0,25
ASV2792,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,Unavailable,Unavailable,Unavailable,0,0,3,0,1,5,16,25
ASV3279,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,2,0,19,4,0,25
ASV3319,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,Unavailable,Unavailable,0,0,9,0,0,0,16,25
ASV3525,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,uncultured bacterium,0,0,7,10,8,0,0,25
ASV3694,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,uncultured Firmicutes bacterium,0,0,7,16,0,2,0,25
ASV3712,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,3,8,4,1,5,4,25
ASV3899,Bacteria,Planctomycetes,vadinHA49,Unavailable,Unavailable,Unavailable,Unavailable,0,0,16,4,0,5,0,25
ASV3962,Bacteria,Elusimicrobia,Lineage IIb,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,6,6,0,13,25
ASV3991,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Unavailable,0,7,4,13,0,1,0,25
ASV4453,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,uncultured bacterium,6,0,0,3,3,0,13,25
ASV4476,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,Unavailable,Unavailable,0,19,0,0,6,0,0,25
ASV4714,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium,0,11,0,0,0,14,0,25
ASV4790,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium,0,0,11,3,0,10,1,25
ASV4797,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05 cluster,Unavailable,0,4,0,5,1,0,15,25
ASV4809,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Unavailable,Unavailable,0,8,9,0,2,6,0,25
ASV5035,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,11,2,0,10,2,0,0,25
ASV5748,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,uncultured bacterium,0,0,10,0,3,2,10,25
ASV5963,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,uncultured,Unavailable,0,0,2,0,14,9,0,25
ASV6251,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella livingstonensis,0,0,10,0,15,0,0,25
ASV6912,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured deep-sea bacterium,uncultured deep-sea bacterium,0,25,0,0,0,0,0,25
ASV6987,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XII,Fusibacter,uncultured bacterium,0,4,1,0,6,0,14,25
ASV7020,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,P13-46,uncultured bacterium,uncultured bacterium,0,0,0,25,0,0,0,25
ASV7067,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,uncultured sediment bacterium,uncultured sediment bacterium,0,0,4,5,4,5,7,25
ASV7093,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Unavailable,Unavailable,0,0,25,0,0,0,0,25
ASV7363,Bacteria,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,0,5,7,9,0,4,25
ASV7528,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,0,0,9,8,1,0,7,25
ASV7533,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XII,Fusibacter,uncultured bacterium,0,2,2,3,12,1,5,25
ASV7601,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Unavailable,Unavailable,0,6,1,1,7,3,7,25
ASV7795,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured organism,0,9,0,0,0,16,0,25
ASV7839,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured marine bacterium,0,9,5,1,2,6,2,25
ASV8354,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Unavailable,6,3,11,0,2,0,3,25
ASV8469,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),PAUC26f,Unavailable,0,0,0,0,16,0,9,25
ASV9134,Bacteria,Planctomycetes,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,0,3,13,0,3,0,6,25
ASV9175,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,4,0,7,1,9,2,2,25
ASV9245,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353 marine group,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,0,1,24,0,0,25
ASV9253,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unavailable,Unavailable,Unavailable,0,0,14,11,0,0,0,25
ASV9715,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,0,0,0,4,0,21,25
ASV9754,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,Unavailable,0,4,9,0,0,12,0,25
ASV9924,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Unavailable,5,0,1,7,4,8,0,25
ASV10719,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Unavailable,Unavailable,0,0,12,0,8,5,0,25
ASV10773,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus,uncultured Cytophaga sp.,25,0,0,0,0,0,0,25
ASV11053,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,Unavailable,Unavailable,Unavailable,0,0,0,22,0,1,2,25
ASV11150,Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,uncultured,uncultured Spirochaetes bacterium,0,8,0,4,7,0,6,25
ASV11231,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unavailable,Unavailable,Unavailable,7,0,0,6,1,11,0,25
ASV11297,Bacteria,Omnitrophicaeota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,uncultured bacterium,0,0,10,0,6,0,9,25
ASV11517,Bacteria,Planctomycetes,Pla3 lineage,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,4,9,0,0,8,4,25
ASV11618,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Unavailable,Unavailable,0,0,0,0,12,13,0,25
ASV11662,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,0,18,0,6,1,0,25
ASV11918,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,uncultured,Unavailable,0,0,0,0,8,0,17,25
ASV12396,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,Unavailable,0,0,2,0,8,6,9,25
ASV12564,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,Unavailable,Unavailable,Unavailable,0,0,12,13,0,0,0,25
ASV12672,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,uncultured organism,uncultured organism,4,2,3,0,2,7,7,25
ASV13496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unavailable,Unavailable,0,0,0,6,0,19,0,25
ASV13723,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium,0,0,4,21,0,0,0,25
ASV13732,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Unavailable,3,0,5,0,3,14,0,25
ASV13879,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,uncultured,uncultured bacterium,0,5,14,0,5,1,0,25
ASV14093,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured bacterium,0,2,11,0,0,10,2,25
ASV14353,Bacteria,Planctomycetes,OM190,Unavailable,Unavailable,Unavailable,Unavailable,0,0,7,0,0,13,5,25
ASV14499,Bacteria,Elusimicrobia,Lineage IIb,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,0,2,0,0,10,0,13,25
ASV14664,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,uncultured,uncultured Halanaerobiales bacterium,0,0,14,11,0,0,0,25
ASV14917,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,uncultured bacterium,0,0,2,17,3,1,2,25
ASV15107,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,uncultured,uncultured Caedibacter sp.,0,0,0,5,0,16,4,25
ASV15213,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella,uncultured marine bacterium,4,17,0,0,0,0,4,25
ASV16297,Bacteria,Proteobacteria,Alphaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,0,6,0,11,3,0,5,25
ASV16459,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Unavailable,Unavailable,0,0,8,3,5,5,4,25
ASV16676,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,Unavailable,Unavailable,25,0,0,0,0,0,0,25
ASV16835,Bacteria,Proteobacteria,Gammaproteobacteria,Unavailable,Unavailable,Unavailable,Unavailable,15,0,1,0,6,3,0,25
ASV17498,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,Unavailable,0,14,1,10,0,0,0,25
ASV17538,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unavailable,Unavailable,Unavailable,0,0,0,25,0,0,0,25
